id,grieks,translit,translitz,nedS,nedI,nedSz,nedIz,strong,CGTparsing,CGTparsingT,CGTparsingN,CGTparsingTN,griUniekeid,bijvolgende,samen
16978,λημψεως,lēmp<sup>s</sup>eōs,lempseos,<i>van</i>-VATting,<i>van</i> het nemen,van-VATting,van het nemen,3028,N-GSF,N-GSF,N-GVE,N-GVE,3190,NULL,NULL
16979,και,kai,kai,EN,één- en andermaal,EN,één- en andermaal,2532,CONJ,CONJ,VOEG,VOEG,2668,1,2669
16980,απαξ,apak<sup>s</sup>,apaks,EENS,één- en andermaal,EENS,één- en andermaal,530,ADV,ADV,BIJW,BIJW,2236,1,2669
16981,δις,dis,dis,TWEE-,één- en andermaal,TWEE-,één- en andermaal,1364,ADV,ADV,BIJW,BIJW,1327,NULL,2669
16982,επεμψατε,epemp<sup>s</sup>ate,epempsate,<i>(jullie)</i>-ZENDEN,<i>(jullie)</i> zenden,jullie-ZENDEN,jullie zenden,3992,V-NNAI-2P,V-AAI-2P,W-GHAA-2M,W-Ao-Act-Ind-2M,4003,NULL,NULL
16983,επιζητω,epizētō,epizeto,<i>(ik)-ben</i>-OP-ZOEKEN<i>de</i>,<i>(ik) ben</i> zoeken<i>de</i> naar,ik-ben-OP-ZOEKENde,ik ben zoekende naar,1934,V-RIAI-1S,V-PAI-1S,W-HOAA-1E,W-Pr-Act-Ind-1E,1915,NULL,NULL
16984,δομα,doma,doma,GEEF-effect,gave,GEEF-effect,gave,1390,N-ASN,N-ASN,N-AOE,N-AOE,1353,NULL,NULL
16985,πλεοναζοντα,pleonazonta,pleonazonta,MEER-maken<i>de-zijnde</i>,toenemen<i>de zijnde</i>,MEER-makende-zijnde,toenemende zijnde,4121,V-NIAP-ASM,V-PAP-ASM,W-GOAD-AME,W-Pr-Act-Ptc-AME,4280,NULL,NULL
16986,απεχω,apek<sup>h</sup>ō,apekho,<i>(ik)-ben</i>-VANAF-HEBBEN<i>de</i>,<i>(ik) ben</i> vandaan zijn<i>de</i>,ik-ben-VANAF-HEBBENde,ik ben vandaan zijnde,568,V-RIAI-1S,V-PAI-1S,W-HOAA-1E,W-Pr-Act-Ind-1E,497,NULL,NULL
16987,περισσευω,perisseuō,perisseuo,<i>(ik)-ben</i>-RONDOM-zijn<i>de</i>,<i>(ik) ben</i> overvloeien<i>de</i>,ik-ben-RONDOM-zijnde,ik ben overvloeiende,4052,V-RIAI-1S,V-PAI-1S,W-HOAA-1E,W-Pr-Act-Ind-1E,4069,NULL,NULL
16988,επαφροδειτου,epap<sup>h</sup>rodeitou,epaphrodeitou,<i>van</i>-OP-geSCHUIMd,<i>van</i> Epafroditus,van-OP-geSCHUIMd,van Epafroditus,1891,N-GSM,N-GSM,N-GME,N-GME,1757,NULL,NULL
16989,δεκτην,dektēn,dekten,ONTVANGbaar,aangenam<i>e</i>,ONTVANGbaar,aangename,1184,A-ASF,A-ASF,A-AVE,A-AVE,1135,NULL,NULL
16990,πληρωσει,plērōsei,plerosei,<i>(hij)-zal</i>-VOL-maken<i>de-zijn</i>,<i>(hij) zal</i> vervullen<i>de zijn</i>,(hij)-zal-VOL-makende-zijn,(hij) zal vervullende zijn,4137,V-FIAI-3S,V-FAI-3S,W-TOAA-3E,W-Fu-Act-Ind-3E,4286,NULL,NULL
16991,κολοσσαις,kolossais,kolossais,<i>aan</i>-KOLOSSE<sup>mv</sup>,<i>aan</i> Kolosse<sup>mv</sup>,aan-KOLOSSE,aan Kolosse,2857,N-DPF,N-DPF,N-DVM,N-DVM,3037,NULL,NULL
16992,ευχαριστουμεν,euk<sup>h</sup>aristoumen,eukharistoumen,<i>(wij)-zijn</i>-WEL-VERHEUGEN<i>de</i>,<i>(wij) zijn</i> danken<i>de</i>,wij-zijn-WEL-VERHEUGENde,wij zijn dankende,2168,V-RIAI-1P,V-PAI-1P,W-HOAA-1M,W-Pr-Act-Ind-1M,1982,NULL,NULL
16993,προηκουσατε,proēkousate,proekousate,<i>(jullie)</i>-VOOR-HOREN,<i>(jullie)</i> horen tevoren,(jullie)-VOOR-HOREN,(jullie) horen tevoren,4257,V-NNAI-2P,V-AAI-2P,W-GHAA-2M,W-Ao-Act-Ind-2M,4417,NULL,NULL
16994,παροντος,parontos,parontos,LANGSBIJ-ZIJN<i>de-zijnde</i>,aanwezig zijn<i>de zijnde</i>,LANGSBIJ-ZIJNde-zijnde,aanwezig zijnde zijnde,3918,V-NIAP-GSN,V-PAP-GSN,W-GOAD-GOE,W-Pr-Act-Ptc-GOE,3926,NULL,NULL
16995,καρποφορουμενον,karpop<sup>h</sup>oroumenon,karpophoroumenon,VRUCHT-DRAGEN<i>de-zijnde</i><sup>๏</sup>,vrucht dragen<i>de zijnde</i><sup>๏</sup>,VRUCHT-DRAGENde-zijnde,vrucht dragende zijnde,2592,V-NIMP-NSN,V-PMP-NSN,W-GOMD-NOE,W-Pr-Med-Ptc-NOE,2732,NULL,NULL
16996,αυξανομενον,auk<sup>s</sup>anomenon,auksanomenon,GROEIen<i>de</i>-OPWAARTS-<i>zijnde</i><sup>๏</sup>,groeien<i>de zijnde</i><sup>๏</sup>,GROEIende-OPWAARTS-zijnde,groeiende zijnde,837,V-NIMP-NSN,V-PPP-NSN,W-GOMD-NOE,W-Pr-Med-Ptc-NOE,834,NULL,NULL
16998,επαφρα,epap<sup>h</sup>ra,epaphra,<i>van</i>-EPAFRAS,<i>van</i> Epafras,van-EPAFRAS,van Epafras,1889,N-GSM,N-GSM,N-GME,N-GME,1755,NULL,NULL
16999,αγαπητου,agapētou,agapetou,geLIEFD<i>e</i>,geliefde,geLIEFDe,geliefde,27,A-GSM,A-GSM,A-GME,A-GME,63,NULL,NULL
17000,συνδουλου,sundoulou,sundoulou,SAMEN-SLAAF,medeslaaf,SAMEN-SLAAF,medeslaaf,4889,N-GSM,N-GSM,N-GME,N-GME,5093,NULL,NULL
17001,δηλωσας,dēlōsas,delosas,DUIDELIJK-maken<i>de</i>,duidelijk maken<i>de</i>,DUIDELIJK-makende,duidelijk makende,1213,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,1138,NULL,NULL
17002,παυομεθα,pauomet<sup>h</sup>a,pauometha,<i>(wij)-zijn</i>-OPHOUDEN<i>de</i><sup>๏</sup>,<i>(wij) zijn</i> ophouden<i>de</i><sup>๏</sup>,(wij)-zijn-OPHOUDENde๏,(wij) zijn ophoudende๏,3973,V-RIMI-1P,V-PMI-1P,W-HOMA-1M,W-Pr-Med-Ind-1M,3982,NULL,NULL
17003,αρεσκειαν,areskeian,areskeian,BEHAGEN,(het) behagen,BEHAGEN,(het) behagen,699,N-ASF,N-ASF,N-AVE,N-AVE,687,NULL,NULL
17004,καρποφορουντες,karpop<sup>h</sup>orountes,karpophorountes,VRUCHT-DRAGEN<i>de-zijnden</i>,vrucht dragen<i>de zijnden</i>,VRUCHT-DRAGENde-zijnden,vrucht dragende zijnden,2592,V-NIAP-NPM,V-PAP-NPM,W-GOAD-NMM,W-Pr-Act-Ptc-NMM,2732,NULL,NULL
17005,αυξανομενοι,auk<sup>s</sup>anomenoi,auksanomenoi,GROEIen<i>de</i>-OPWAARTS-<i>zijnde</i><sup>๏</sup>,groeien<i>de zijnden</i><sup>๏</sup>,GROEIende-OPWAARTS-zijnde,groeiende zijnden,837,V-NIMP-NPM,V-PPP-NPM,W-GOMD-NMM,W-Pr-Med-Ptc-NMM,834,NULL,NULL
17006,επιγνωσει,epignōsei,epignosei,OP-KENnis,erkenning,OP-KENnis,erkenning,1922,N-DSF,N-DSF,N-DVE,N-DVE,1823,NULL,NULL
17007,δυναμουμενοι,dunamoumenoi,dunamoumenoi,doen<i>de</i>-VERMOGEN-<i>zijnden</i><sup>๏</sup>,krachtig maken<i>de zijnden</i><sup>๏</sup>,doende-VERMOGEN-zijnden,krachtig makende zijnden,1412,V-NIMP-NPM,V-PPP-NPM,W-GOMD-NMM,W-Pr-Med-Ptc-NMM,1380,NULL,NULL
17008,μακροθυμιαν,makrot<sup>h</sup>umian,makrothumian,VER-GEMOED,geduld,VER-GEMOED,geduld,3115,N-ASF,N-ASF,N-AVE,N-AVE,3291,NULL,NULL
17009,ικανωσαντι,<sup>h</sup>ikanōsanti,hikanosanti,REIKEN-OPWAARTS-maken<i>de</i>,bekwaam maken<i>de</i>,REIKEN-OPWAARTS-makende,bekwaam makende,2427,V-NNAP-DSM,V-AAP-DSM,W-GHAD-DME,W-Ao-Act-Ptc-DME,2358,NULL,NULL
17010,κληρου,klērou,klerou,LOT,lot,LOT,lot,2819,N-GSM,N-GSM,N-GME,N-GME,2997,NULL,NULL
17011,πρωτοτοκος,prōtotokos,prototokos,VOOR-meest-VOORTgeBRACHTe,eerstgeborene,VOOR-meest-VOORTgeBRACHTe,eerstgeborene,4416,A-NSM-S,A-NSM-S,A-NME-O,A-NME-O,4579,NULL,NULL
17012,ορατα,<sup>h</sup>orata,horata,geZIEN-,zichtbaar,geZIEN-,zichtbaar,3707,A-NPN,A-NPN,A-NOM,A-NOM,2428,NULL,NULL
17013,θρονοι,t<sup>h</sup>ronoi,thronoi,TRON<i>en</i>,tron<i>en</i>,TRONen,tronen,2362,N-NPM,N-NPM,N-NMM,N-NMM,5350,NULL,NULL
17014,κυριοτητες,kuriotētes,kuriotetes,KRACHTIGE-schap<i>pen</i>,heerschappij<i>en</i>,KRACHTIGE-schappen,heerschappijen,2963,N-NPF,N-NPF,N-NVM,N-NVM,3152,NULL,NULL
17015,εξουσιαι,ek<sup>s</sup>ousiai,eksousiai,UIT-ZIJNDE<i>n</i>,autoriteit<i>en</i>,UIT-ZIJNDEn,autoriteiten,1849,N-NPF,N-NPF,N-NVM,N-NVM,2099,NULL,NULL
17016,εκτισται,ektistai,ektistai,<i>(hij)-heeft-ge</i>SCHAPEN<sup>๏</sup>,<i>(hij) heeft ge</i>schapen<sup>๏</sup>,(hij)-heeft-geSCHAPEN๏,(hij) heeft geschapen๏,2936,V-RCMI-3S,V-RPI-3S,W-HVMA-3E,W-Pf-Med-Ind-3E,3126,NULL,NULL
17017,συνεστηκεν,sunestēken,sunesteken,<i>(hij)-heeft</i>-SAMEN-<i>ge</i>STAAN,<i>(hij) heeft</i> samen <i>ge</i>staan,(hij)-heeft-SAMEN-geSTAAN,(hij) heeft samen gestaan,4921,V-RCAI-3S,V-RAI-3S,W-HVAA-3E,W-Pf-Act-Ind-3E,5123,NULL,NULL
17018,πρωτευων,prōteuōn,proteuon,VOOR-meest-zijn<i>de</i>,eerste zijn<i>de</i>,VOOR-meest-zijnde,eerste zijnde,4409,V-NIAP-NSM,V-PAP-NSM,W-GOAD-NME,W-Pr-Act-Ptc-NME,4566,NULL,NULL
17019,αποκαταλλαξαι,apokatallak<sup>s</sup>ai,apokatallaksai,VANAF-NEER-<i>te</i>-VERANDEREN,geheel <i>te</i> verzoenen,VANAF-NEER-te-VERANDEREN,geheel te verzoenen,604,V-NNAN,V-AAN,W-GHAO,W-Ao-Act-Inf,582,NULL,NULL
17020,ειρηνοποιησας,eirēnopoiēsas,eirenopoiesas,VREDE-DOEN<i>de</i>,vrede maken<i>de</i>,VREDE-DOENde,vrede makende,1517,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,1465,NULL,NULL
17021,απηλλοτριωμενους,apēllotriōmenous,apellotriomenous,VANAF-<i>ge</i>daan-VERANDEREN-<i>hebbenden</i><sup>๏</sup>,vervreemd <i>hebbenden</i><sup>๏</sup>,VANAF-gedaan-VERANDEREN-hebbenden,vervreemd hebbenden,526,V-NCMP-APM,V-RPP-APM,W-GVMD-AMM,W-Pf-Med-Ptc-AMM,482,NULL,NULL
17022,πονηροις,ponērois,ponerois,MISERE-geGUTSt,boz<i>e</i>,MISERE-geGUTSt,boze,4190,A-DPN,A-DPN,A-DOM,A-DOM,4347,NULL,NULL
17023,αποκατηλλαξεν,apokatēllak<sup>s</sup>en,apokatellaksen,<i>(hij)</i>-VANAF-NEER-VERANDER<i>t</i>,<i>(hij)</i> verzoen<i>t</i> geheel,(hij)-VANAF-NEER-VERANDERt,(hij) verzoent geheel,604,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,582,NULL,NULL
17024,ει,ei,ei,INDIEN,als tenminste,INDIEN,als tenminste,1487,COND,COND,COND,COND,1437,1,1449
17025,γε,ge,ge,ZEKER,als tenminste,ZEKER,als tenminste,1065,PRT,PRT,PRT,PRT,2128,NULL,1449
17026,επιμενετε,epimenete,epimenete,<i>(jullie)-zijn</i>-OP-BLIJVEN<i>de</i>,<i>(jullie) zijn</i> verblijven<i>de</i>,jullie-zijn-OP-BLIJVENde,jullie zijn verblijvende,1961,V-RIAI-2P,V-PAI-2P,W-HOAA-2M,W-Pr-Act-Ind-2M,1849,NULL,NULL
17027,μετακεινουμενοι,metakeinoumenoi,metakeinoumenoi,MET-BEWEGEN<i>de-zijnden</i><sup>๏</sup>,verplaatsen<i>de zijnden</i><sup>๏</sup>,MET-BEWEGENde-zijnden,verplaatsende zijnden,3334,V-NIMP-NPM,V-PPP-NPM,W-GOMD-NMM,W-Pr-Med-Ptc-NMM,3420,NULL,NULL
17028,κηρυχθεντος,kēruk<sup>h</sup>t<sup>h</sup>entos,kerukhthentos,<i>ge</i>HERAUT-<i>wordende</i>,verkondig<i>d wordende</i>,geHERAUT-wordende,verkondigd wordende,2784,V-NNPP-GSN,V-APP-GSN,W-GHPD-GOE,W-Ao-Pas-Ptc-GOE,2963,NULL,NULL
17029,ανταναπληρω,antanaplērō,antanaplero,<i>(ik)-ben</i>-INPLAATS-OPWAARTS-doen<i>de</i>-VULLEN,<i>(ik) ben</i> in plaats aanvullen<i>de</i>,(ik)-ben-INPLAATS-OPWAARTS-doende-VULLEN,(ik) ben in plaats aanvullende,466,V-RIAI-1S,V-PAI-1S,W-HOAA-1E,W-Pr-Act-Ind-1E,421,NULL,NULL
17030,αποκεκρυμμενον,apokekrummenon,apokekrummenon,VANAF-VERBORGEN-<i>hebbende</i><sup>๏</sup>,weg<i>ge</i>houden <i>hebbende</i><sup>๏</sup>,VANAF-VERBORGEN-hebbende,weggehouden hebbende,613,V-NCMP-ASN,V-RPP-ASN,W-GVMD-AOE,W-Pf-Med-Ptc-AOE,593,NULL,NULL
17031,γενεων,geneōn,geneon,GEWORDEN<i>en</i>,generatie<i>s</i>,GEWORDENen,generaties,1074,N-GPF,N-GPF,N-GVM,N-GVM,2136,NULL,NULL
17032,τι,ti,ti,ENIG?,wie/wat dan ook?,ENIG?,wie/wat dan ook?,5100,I-NSN,I-NSN,V-NOE,V-NOE,5369,NULL,NULL
17033,καταγγελλομεν,kataggellomen,kataggellomen,<i>(wij)-zijn</i>-NEER-BOODSCHAPpen<i>de</i>,<i>(wij) zijn</i> aankondigen<i>de</i>,(wij)-zijn-NEER-BOODSCHAPpende,(wij) zijn aankondigende,2605,V-RIAI-1P,V-PAI-1P,W-HOAA-1M,W-Pr-Act-Ind-1M,2760,NULL,NULL
17034,νουθετουντες,nout<sup>h</sup>etountes,nouthetountes,DENKZIN-PLAATSen<i>de-zijnden</i>,vermanen<i>de zijnden</i>,DENKZIN-PLAATSende-zijnden,vermanende zijnden,3560,V-NIAP-NPM,V-PAP-NPM,W-GOAD-NMM,W-Pr-Act-Ptc-NMM,3633,NULL,NULL
17035,παραστησωμεν,parastēsōmen,parastesomen,<i>dat-(wij)</i>-LANGSBIJ-STA+AN,<i>dat (wij)</i> (er) voor sta(an),dat-wij-LANGSBIJ-STA+AN,dat wij (er) voor sta(an),3936,V-NNAS-1P,V-AAS-1P,W-GHAV-1M,W-Ao-Act-Con-1M,3940,NULL,NULL
17036,κοπιω,kopiō,kopio,<i>(ik)-ben</i>-HOUWEN<i>de</i>,<i>(ik) ben</i> (me) inspannen<i>de</i>,ik-ben-HOUWENde,ik ben (me) inspannende,2872,V-RIAI-1S,V-PAI-1S,W-HOAA-1E,W-Pr-Act-Ind-1E,3057,NULL,NULL
17037,ηλικον,<sup>h</sup>ēlikon,helikon,VOL+ONTWIKKELD,(welke) omvang,VOL+ONTWIKKELD,(welke) omvang,2245,A-ASM,A-ASM,A-AME,A-AME,2277,NULL,NULL
17038,λαοδικια,laodikia,laodikia,<i>aan</i>-VOLK-RECHTVAARDIG,<i>aan</i> Laodicea,aan-VOLK-RECHTVAARDIG,aan Laodicea,2993,N-DSF,N-DSF,N-DVE,N-DVE,3169,NULL,NULL
17039,εωρακαν,<sup>h</sup>eōrakan,heorakan,<i>(zij)-hebben-ge</i>ZIEN,<i>(zij) hebben ge</i>zien,(zij)-hebben-geZIEN,(zij) hebben gezien,3708,V-RCAI-3P,V-RAI-3P,W-HVAA-3M,W-Pf-Act-Ind-3M,2426,NULL,NULL
17040,παρακληθωσιν,paraklēt<sup>h</sup>ōsin,paraklethosin,<i>dat-(zij)</i>-LANGSBIJ-<i>ge</i>ROEPen-<i>worde-n</i>,<i>dat (zij)</i> aan<i>ge</i>sproken <i>worde(n)</i>,dat-(zij)-LANGSBIJ-geROEPen-worde-n,dat (zij) aangesproken worde(n),3870,V-NNPS-3P,V-APS-3P,W-GHPV-3M,W-Ao-Pas-Con-3M,3873,NULL,NULL
17041,συμβιβασθεντες,sumbibast<sup>h</sup>entes,sumbibasthentes,SAMEN-geSTAPt-<i>ge</i>daan-hebben-<i>wordenden</i>,verenig<i>d wordenden</i>,SAMEN-geSTAPt-gedaan-hebben-wordenden,verenigd wordenden,4822,V-NNPP-NPM,V-APP-NPM,W-GHPD-NMM,W-Ao-Pas-Ptc-NMM,5024,NULL,NULL
17042,πληροφοριας,plērop<sup>h</sup>orias,plerophorias,VOL-DRAGing,volle verzekering,VOL-DRAGing,volle verzekering,4136,N-GSF,N-GSF,N-GVE,N-GVE,4288,NULL,NULL
17043,θησαυροι,t<sup>h</sup>ēsauroi,thesauroi,gePLAATSt-NAARBINNEN-MORGEN<sup>mv</sup>,schat<i>ten</i>,gePLAATSt-NAARBINNEN-MORGEN,schatten,2344,N-NPM,N-NPM,N-NMM,N-NMM,5327,NULL,NULL
17044,αποκρυφοι,apokrup<sup>h</sup>oi,apokruphoi,VANAF-VERBORGEN,weggehouden,VANAF-VERBORGEN,weggehouden,614,A-NPM,A-NPM,A-NMM,A-NMM,592,NULL,NULL
17045,παραλογιζηται,paralogizētai,paralogizetai,<i>dat-(hij)</i>-LANGSBIJ-doen<i>de</i>-VERZAMELEN-<i>zij</i><sup>๏</sup>,<i>dat (hij)</i> ernaast redeneren<i>de zij</i><sup>๏</sup>,dat-(hij)-LANGSBIJ-doende-VERZAMELEN-zij๏,dat (hij) ernaast redenerende zij๏,3884,V-NIMS-3S,V-PNS-3S,W-GOMV-3E,W-Pr-Med-Con-3E,3887,NULL,NULL
17046,πιθανολογια,pit<sup>h</sup>anologia,pithanologia,<i>aan</i>-OVERTUIGd-VERZAMELing,<i>aan</i> overredende woord(en),aan-OVERTUIGd-VERZAMELing,aan overredende woord(en),4086,N-DSF,N-DSF,N-DVE,N-DVE,4259,NULL,NULL
17047,απειμι,apeimi,apeimi,<i>(ik)-ben</i>-VANAF-ZIJN<i>de</i>,<i>(ik) ben</i> afwezig zijn<i>de</i>,ik-ben-VANAF-ZIJNde,ik ben afwezig zijnde,548,V-RIAI-1S,V-PAI-1S,W-HOAA-1E,W-Pr-Act-Ind-1E,500,NULL,NULL
17048,στερεωμα,stereōma,stereoma,VASTheid,vastheid,VASTheid,vastheid,4733,N-ASN,N-ASN,N-AOE,N-AOE,4948,NULL,NULL
17049,εποικοδομουμενοι,epoikodomoumenoi,epoikodomoumenoi,OP-HUIS-BOUWen<i>de-zijnden</i><sup>๏</sup>,bouwen<i>de zijnden</i> op<sup>๏</sup>,OP-HUIS-BOUWende-zijnden,bouwende zijnden op,2026,V-NIMP-NPM,V-PPP-NPM,W-GOMD-NMM,W-Pr-Med-Ptc-NMM,1917,NULL,NULL
17050,βεβαιουμενοι,bebaioumenoi,bebaioumenoi,STAP-hebben<i>de-zijnden</i><sup>๏</sup>,bevestigen<i>de zijnden</i><sup>๏</sup>,STAP-hebbende-zijnden,bevestigende zijnden,950,V-NIMP-NPM,V-PPP-NPM,W-GOMD-NMM,W-Pr-Med-Ptc-NMM,896,NULL,NULL
17051,ευχαριστια,euk<sup>h</sup>aristia,eukharistia,<i>aan</i>-WEL-VREUGDE,<i>aan</i> dank,aan-WEL-VREUGDE,aan dank,2169,N-DSF,N-DSF,N-DVE,N-DVE,1983,NULL,NULL
17052,συλαγωγων,sulagōgōn,sulagogon,BEROVING-VOEREN<i>de-zijnde</i>,beroofd heenvoeren<i>de zijnde</i>,BEROVING-VOERENde-zijnde,beroofd heenvoerende zijnde,4812,V-NIAP-NSM,V-PAP-NSM,W-GOAD-NME,W-Pr-Act-Ptc-NME,5015,NULL,NULL
17053,φιλοσοφιας,p<sup>h</sup>ilosop<sup>h</sup>ias,philosophias,MINNENd-WIJSheid,filosofie,MINNENd-WIJSheid,filosofie,5385,N-GSF,N-GSF,N-GVE,N-GVE,4153,NULL,NULL
17054,κενης,kenēs,kenes,LEEG,leeg,LEEG,leeg,2756,A-GSF,A-GSF,A-GVE,A-GVE,2936,NULL,NULL
17055,θεοτητος,t<sup>h</sup>eotētos,theotetos,PLAATS-er-heid,godheid,PLAATS-er-heid,godheid,2320,N-GSF,N-GSF,N-GVE,N-GVE,5312,NULL,NULL
17056,σωματικως,sōmatikōs,somatikos,LICHAAM-ALS,lichamelijk,LICHAAM-ALS,lichamelijk,4985,ADV,ADV,BIJW,BIJW,4867,NULL,NULL
17057,περιετμηθητε,perietmēt<sup>h</sup>ēte,perietmethete,<i>(jullie)-worden</i>-RONDOM-<i>ge</i>SNEDEN,<i>(jullie) worden</i> besneden,jullie-worden-RONDOM-geSNEDEN,jullie worden besneden,4059,V-NNPI-2P,V-API-2P,W-GHPA-2M,W-Ao-Pas-Ind-2M,4075,NULL,NULL
17058,αχειροποιητω,ak<sup>h</sup>eiropoiētō,akheiropoieto,ON-HAND-geDAAN,niet (met) hand gemaakt<i>e</i>,ON-HAND-geDAAN,niet (met) hand gemaakte,886,A-DSF,A-DSF,A-DVE,A-DVE,17,NULL,NULL
17059,απεκδυσει,apekdusei,apekdusei,VANAF-UIT-SLIPping,(het) afstropen,VANAF-UIT-SLIPping,(het) afstropen,555,N-DSF,N-DSF,N-DVE,N-DVE,510,NULL,NULL
17060,περιτομη,peritomē,peritome,RONDOM-SNIJDing,besnijdenis,RONDOM-SNIJDing,besnijdenis,4061,N-DSF,N-DSF,N-DVE,N-DVE,4078,NULL,NULL
17061,συνταφεντες,suntap<sup>h</sup>entes,suntaphentes,SAMEN-<i>ge</i>STORVEN-<i>wordenden</i>,begraven <i>wordenden</i> met,SAMEN-geSTORVEN-wordenden,begraven wordenden met,4916,V-NNPP-NPM,V-2APP-NPM,W-GHPD-NMM,W-2Ao-Pas-Ptc-NMM,5148,NULL,NULL
17062,βαπτισμω,baptismō,baptismo,DOMPELing,doop,DOMPELing,doop,908,N-DSM,N-DSM,N-DME,N-DME,850,NULL,NULL
17063,συνηγερθητε,sunēgert<sup>h</sup>ēte,sunegerthete,<i>(jullie)-worden</i>-SAMEN-<i>ge</i>WEK<i>t</i>,<i>(jullie) worden</i> gezamenlijk op<i>ge</i>wek<i>t</i>,(jullie)-worden-SAMEN-geWEKt,(jullie) worden gezamenlijk opgewekt,4891,V-NNPI-2P,V-API-2P,W-GHPA-2M,W-Ao-Pas-Ind-2M,5100,NULL,NULL
17064,ενεργειας,energeias,energeias,IN-WERKing,werkzaamheid,IN-WERKing,werkzaamheid,1753,N-GSF,N-GSF,N-GVE,N-GVE,1681,NULL,NULL
17065,χαρισαμενος,k<sup>h</sup>arisamenos,kharisamenos,VREUGDE-doen<i>de</i><sup>๏</sup>,genade schenken<i>de</i><sup>๏</sup>,VREUGDE-doende,genade schenkende,5483,V-NNMP-NSM,V-ADP-NSM,W-GHMD-NME,W-Ao-Med-Ptc-NME,1013,NULL,NULL
17066,εξαλειψας,ek<sup>s</sup>aleip<sup>s</sup>as,eksaleipsas,UIT-WRIJVEN<i>de</i>,uitwissen<i>de</i>,UIT-WRIJVENde,uitwissende,1813,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,2063,NULL,NULL
17067,χειρογραφον,k<sup>h</sup>eirograp<sup>h</sup>on,kheirographon,HAND-SCHRIFT,handschrift,HAND-SCHRIFT,handschrift,5498,N-ASN,N-ASN,N-AOE,N-AOE,1024,NULL,NULL
17068,δογμασιν,dogmasin,dogmasin,SCHIJN-effect<i>en</i>,inzetting<i>en</i>,SCHIJN-effecten,inzettingen,1378,N-DPN,N-DPN,N-DOM,N-DOM,1340,NULL,NULL
17069,υπεναντιον,<sup>h</sup>upenantion,hupenantion,ONDER-IN-INPLAATS,tegengesteld,ONDER-IN-INPLAATS,tegengesteld,5227,A-NSN,A-NSN,A-NOE,A-NOE,2493,NULL,NULL
17070,ηρκεν,ērken,erken,<i>(hij)-heeft-ge</i>HEV<i>en</i>,<i>(hij) heeft ge</i>hev<i>en</i>,(hij)-heeft-geHEVen,(hij) heeft geheven,142,V-RCAI-3S,V-RAI-3S,W-HVAA-3E,W-Pf-Act-Ind-3E,125,NULL,NULL
17071,μεσου,mesou,mesou,MIDDEN,midden,MIDDEN,midden,3319,A-GSN,A-GSN,A-GOE,A-GOE,3403,NULL,NULL
17072,προσηλωσας,prosēlōsas,proselosas,NAARTOE-NAGELen<i>de</i>,nagelen<i>de</i> op,NAARTOE-NAGELende,nagelende op,4338,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,4513,NULL,NULL
17073,απεκδυσαμενος,apekdusamenos,apekdusamenos,VANAF-UIT-SLIPPEN<i>de</i><sup>๏</sup>,afstropen<i>de</i><sup>๏</sup>,VANAF-UIT-SLIPPENde,afstropende,554,V-NNMP-NSM,V-ADP-NSM,W-GHMD-NME,W-Ao-Med-Ptc-NME,509,NULL,NULL
17074,εδειγματισεν,edeigmatisen,edeigmatisen,<i>(hij)</i>-doe<i>t</i>-TONEN,<i>(hij)</i> stel<i>t</i> tentoon,hij-doet-TONEN,hij stelt tentoon,1165,V-NNAI-3S,V-AAI-3S,W-GHAA-3E,W-Ao-Act-Ind-3E,1118,NULL,NULL
17075,θριαμβευσας,t<sup>h</sup>riambeusas,thriambeusas,TRIOMFeren<i>de</i>,zegevieren<i>de</i>,TRIOMFerende,zegevierende,2358,V-NNAP-NSM,V-AAP-NSM,W-GHAD-NME,W-Ao-Act-Ptc-NME,5346,NULL,NULL
17077,βρωσει,brōsei,brosei,<i>aan</i>-NUTTIGing,<i>aan</i> (het) eten,aan-NUTTIGing,aan (het) eten,1035,N-DSF,N-DSF,N-DVE,N-DVE,980,NULL,NULL
17078,ποσει,posei,posei,<i>aan</i>-DRANK,<i>aan</i> (het) drinken,aan-DRANK,aan (het) drinken,4213,N-DSF,N-DSF,N-DVE,N-DVE,4373,NULL,NULL
17079,μερει,merei,merei,<i>aan</i>-DEEL,<i>aan</i> deel,aan-DEEL,aan deel,3313,N-DSN,N-DSN,N-DOE,N-DOE,3398,NULL,NULL
17080,εορτης,<sup>h</sup>eortēs,heortes,<i>van</i>-FESTIVAL,<i>van</i> feest,van-FESTIVAL,van feest,1859,N-GSF,N-GSF,N-GVE,N-GVE,2304,NULL,NULL
17081,νουμηνιας,noumēnias,noumenias,<i>van</i>-JONG-MAAND,<i>van</i> nieuwe maan,van-JONG-MAAND,van nieuwe maan,3561,N-GSF,N-GSF,N-GVE,N-GVE,3629,NULL,NULL
