num,hebreeuws,text,BDB,pos
6862,צָר,"tsar, <i>tsar</i>;  or tsar {tsawr}; from 'tsarar' (<a class=""SR"">H6887</a>); narrow; (as a noun) a tight place (usually figuratively, i.e. trouble); also a pebble (as in 'tsor' (<a class=""SR"">H6864</a>)); (transitive) an opponent (as crowding):--adversary, afflicted(-tion), anguish, close, distress, enemy, flint, foe, narrow, small, sorrow, strait, tribulation, trouble.","1) narrow, tight<br>2) straits, distress<br>3) adversary, foe, enemy, oppressor<br>4) hard pebble, flint<br>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6887</a>",
6863,צֵר,"Tser, <i>tsare</i>;  from 'tsarar' (<a class=""SR"">H6887</a>); rock; Tser, a place in Palestine:--Zer.","Zer = ""flint""<br>1) fortified town in Naphtali, probably in the area of the Sea of Galilee<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6887</a>",n-pr-loc
6864,צֹר,"tsor, <i>tsore</i>;  from 'tsuwr' (<a class=""SR"">H6696</a>); a stone (as if pressed hard or to a point); (by implication, of use) a knife:--flint, sharp stone.","1) flint, hard pebble<br><div class=""s15p"">1a) used as a knife</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6696</a>",n-m
6865,צוֹר,"Tsor, <i>tsore</i>;  or Tsowr {tsore}; the same as 'tsor' (<a class=""SR"">H6864</a>); a rock; Tsor, a place in Palestine:--Tyre, Tyrus.","Tyre or Tyrus = ""a rock""<br>1) the Phoenician city on the Mediterranean coast<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H6864</a>",
6866,צָרַב,"tsarab, <i>tsaw-rab'</i>;  a primitive root; to burn:--burn.","1) to burn, scorch<br><div class=""s15p"">1a) (Niphal) to be scorched</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6867,צָרֶבֶת,"tsarebeth, <i>tsaw-reh'-beth</i>;  from 'Tsaw`ar' (<a class=""SR"">H6686</a>); conflagration (of fire or disease):--burning, inflammation.","1) scab, scar of a sore (noun feminine)<br>2) burning, scorching (adjective)<br>Part of Speech: see above in Definition<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6686</a>",a n-f
6868,צְרֵדָתָה,"Tsredah, <i>tser-ay-daw'</i>;  or Tsredathah {tser-ay-daw'-thaw}; apparently from an unused root meaning to pierce; puncture; Tseredah, a place in Palestine:--Zereda, Zeredathah.","Zereda or Zeredathah = ""fortress""<br>1) a town or territory in Manasseh and the home of Jeroboam<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: apparently from an unused root meaning to pierce",
6869,צָרָה,"tsarah, <i>tsaw-raw'</i>;  feminine of 'tsar' (<a class=""SR"">H6862</a>); tightness (i.e. figuratively, trouble); transitively, a female rival:--adversary, adversity, affliction, anguish, distress, tribulation, trouble.","1) straits, distress, trouble<br>2) vexer, rival wife<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6862</a>",n-f
6870,צְרוּיָה,"Tsruwyah, <i>tser-oo-yaw'</i>;  feminine passive participle from the same as 'tsriy' (<a class=""SR"">H6875</a>); wounded; Tserujah, an Israelitess:--Zeruiah.","Zeruiah = ""balsam""<br>1) sister of David and mother of the 3 leading heroes of David's army - Abishai, Joab, and Asahel<br>Part of Speech: noun proper feminine<br>A Related Word by BDB/Strong's Number: passive participle from the same as <a class='SR'>H6875</a>",n-pr-f
6871,צְרוּעָה,"Tsruw`ah, <i>tser-oo-aw'</i>;  feminine passive participle of 'tsara`' (<a class=""SR"">H6879</a>); leprous; Tseruah, an Israelitess:--Zeruah.","Zeruah = ""full breasted""<br>1) wife of Nebat and mother of king Jeroboam I of the northern kingdom of Israel<br>Part of Speech: noun proper feminine<br>A Related Word by BDB/Strong's Number: passive participle of <a class='SR'>H6879</a>",n-pr-f
6872,צְרֹר,"tsrowr, <i>tser-ore'</i>;  or (shorter) tsror {tser-ore'}; from 'tsarar' (<a class=""SR"">H6887</a>); a parcel (as packed up); also a kernel or particle (as if a package):--bag, X bendeth, bundle, least grain, small stone.","1) bundle, parcel, pouch, bag (as packed)<br>2) pebble<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6887</a>",
6873,צָרַח,"tsarach, <i>tsaw-rakh'</i>;  a primitive root; to be clear (in tone, i.e. shrill), i.e. to whoop:--cry, roar.","1) to cry, roar, make a shrill or clear sound<br><div class=""s15p"">1a) (Qal) to roar</div><div class=""s15p"">1b) (Hiphil) to utter a roar, cry out (a battle cry)</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6874,צְרִי,"Tsriy, <i>tser-ee'</i>;  the same as 'tsriy' (<a class=""SR"">H6875</a>); Tseri, an Israelite:--Zeri. Compare 'Yitsriy' (<a class=""SR"">H3340</a>).","Zeri = ""built""<br>1) son of Jeduthun and a musician in the court of David<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H6875</a>",n-pr-m
6875,צֳרִי,"tsriy, <i>tser-ee'</i>;  or tsoriy {tsor-ee'}; from an unused root meaning to crack (as by pressure), hence, to leak; distillation, i.e. balsam:--balm.","1) a kind of balsam, balm, salve<br><div class=""s15p"">1a) as merchandise</div><div class=""s15p"">1b) as medicine</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to crack [as by pressure], hence, to leak",
6876,צֹרִי,"Tsoriy, <i>tso-ree'</i>;  patrial from 'Tsor' (<a class=""SR"">H6865</a>); a Tsorite or inhabitant of Tsor (i.e. Syrian):--(man) of Tyre.","Tyrian = see Tyre ""to distress""<br>1) an inhabitant of Tyre<br>Part of Speech: adjective patrial<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6865</a>",a
6877,צְרִיחַ,"tsriyach, <i>tser-ee'-akh</i>;  from 'tsarach' (<a class=""SR"">H6873</a>) in the sense of clearness of vision; a citadel:--high place, hold.","1) excavation, underground chamber, cellar, underground room<br><div class=""s15p"">1a) meaning uncertain</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6873</a> in the sense of clearness of vision",n-m
6878,צֹרֶךְ,"tsorek, <i>tso'-rek</i>;  from an unused root meaning to need; need:--need.",1) need<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to need,n-m
6879,צָרַע,"tsara`, <i>tsaw-rah'</i>;  a primitive root; to scourge, i.e. (intransitive and figurative) to be stricken with leprosy:--leper, leprous.","1) to be diseased of skin, be leprous<br><div class=""s15p"">1a) (Qal) to be a leper</div><div class=""s15p"">1b) (Pual) to have leprosy</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6880,צִרְעָה,"tsir`ah, <i>tsir-aw'</i>;  from 'tsara`' (<a class=""SR"">H6879</a>); a wasp (as stinging):--hornet.",1) hornets<br>Part of Speech: noun feminine collective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6879</a>,n-f
6881,צׇרְעָה,"Tsor`ah, <i>tsor-aw'</i>;  apparently another form for 'tsir`ah' (<a class=""SR"">H6880</a>); Tsorah, a place in Palestine:--Zareah, Zorah, Zoreah.","Zareah or Zoreah or Zorah = ""hornet""<br>1) a town in Dan, residence of Manoah and the home town of Samson<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: apparently another form for <a class='SR'>H6880</a>",n-pr-loc
6882,צׇרְעָתִי,"Tsor`iy, <i>tsor-ee'</i>;  or Tsortathiy {tsor-aw-thee'}; patrial from 'Tsor`ah' (<a class=""SR"">H6881</a>); a Tsorite or Tsorathite, i.e. inhabitants of Tsorah:--Zorites, Zareathites, Zorathites.","Zorites or Zorathites = see Zorah ""hornet""<br>1) the inhabitants of Zorah<br>Part of Speech: adjective patrial<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6881</a>",
6883,צָרַעַת,"tsara`ath, <i>tsaw-rah'-ath</i>;  from 'tsara`' (<a class=""SR"">H6879</a>); leprosy:--leprosy.","1) leprosy<br><div class=""s15p"">1a) in people, malignant skin disease (Lev. 13-14)</div><div class=""s15p"">1b) in clothing, a mildew or mould (Lev_13:47-52)</div><div class=""s15p"">1c) in buildings, a mildew or mould (Lev. 14:34-53)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6879</a>",n-f
6884,צָרַף,"tsaraph, <i>tsaw-raf'</i>;  a primitive root; to fuse (metal), i.e. refine (literally or figuratively):--cast, (re-)fine(-er), founder, goldsmith, melt, pure, purge away, try.","1) to smelt, refine, test<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to smelt, refine</div><div class=""s30p"">1a2) to test</div><div class=""s30p"">1a3) to test (and prove true)</div><div class=""s30p"">1a4) smelter, refiner, goldsmith (participle)</div><div class=""s15p"">1b) (Niphal) to be refined</div><div class=""s15p"">1c) (Piel) to be a refiner</div><div class=""s30p"">1c1) refiner (participle)</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6885,צֹרְפִי,"Tsorphiy, <i>tso-ref-ee'</i>;  from 'tsaraph' (<a class=""SR"">H6884</a>); refiner; Tsorephi (with the article), an Israelite:--goldsmith's.",1) goldsmiths<br>Part of Speech: noun masculine collective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6884</a>,n-m
6886,צָרְפַת,"Tsarphath, <i>tsaq-ref-ath'</i>;  from 'tsaraph' (<a class=""SR"">H6884</a>); refinement; Tsarephath, a place in Palestine:--Zarephath.","Zarephath = ""refinery""<br>1) a city on the coast south of Sidon and the residence of Elijah during the last part of the drought; modern 'Sura-fend'<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6884</a>",n-pr-loc
6887,צָרַר,"tsarar, <i>tsaw-rar'</i>;  a primitive root; to cramp, literally or figuratively, transitive or intransitive (as follows):--adversary, (be in) afflict(-ion), beseige, bind (up), (be in, bring) distress, enemy, narrower, oppress, pangs, shut up, be in a strait (trouble), vex.","1) to bind, be narrow, be in distress, make narrow, cause distress, besiege, be straitened, be bound<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to bind, tie up, shut up</div><div class=""s30p"">1a2) to be scant, be cramped, be in straits</div><div class=""s15p"">1b) (Pual) to be bound, be tied up</div><div class=""s15p"">1c) (Hiphil)</div><div class=""s30p"">1c1) to make narrow for, cause distress to, press hard upon</div><div class=""s30p"">1c2) to suffer distress</div>2) to show hostility toward, vex<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to show hostility toward, treat with enmity, vex, harass</div><div class=""s30p"">1a2) vexer, harasser (participle)</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6888,צְרֵרָה,"Tsrerah, <i>tser-ay-raw'</i>;  apparently by erroneous transcription for 'Tsredah' (<a class=""SR"">H6868</a>); Tsererah for Tseredah:--Zererath.","Zererath = ""oppression""<br>1) a town or territory in Manasseh and the home of Jeroboam<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: apparently by erroneous transcription for <a class='SR'>H6868</a>",n-pr-loc
6889,צֶרֶת,"Tsereth, <i>tseh'-reth</i>;  perhaps from 'tsahar' (<a class=""SR"">H6671</a>); splendor; Tsereth, an Israelite:--Zereth.","Zereth = ""splendour""<br>1) son of Ashur, the founder of Tekoa, by his wife Helah<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: perhaps from <a class='SR'>H6671</a>",n-pr-m
6890,צֶרֶת הַשַּׁחַר,"Tsereth hash-Shachar, <i>tseh'-reth hash-shakh'-ar</i>;  from the same as 'Tsereth' (<a class=""SR"">H6889</a>) and 'shachar' (<a class=""SR"">H7837</a>) with the article interposed; splendor of the dawn; Tsereth-hash-Shachar, a place in Palestine:--Zareth-shahar.","Zareth-shahar = ""splendour of the dawn""<br>1) a town in Reuben<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6889</a> and <a class='SR'>H7837</a> with the article interposed",n-pr-loc
6891,צָרְתָן,"Tsarthan, <i>tsaw-reth-awn'</i>;  perhaps for 'Tsredah' (<a class=""SR"">H6868</a>); Tsarethan, a place in Palestine:--Zarthan.","Zarthan or Zaretan = ""their distress""<br>1) a place in the Jordan valley where the river parted for Israel to pass over for the conquest of Canaan<br><div class=""s15p"">1a) site unknown</div>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: perhaps for <a class='SR'>H6868</a>",n-pr-loc
6892,קִיא,"qe', <i>kay</i>;  or qiys {kee}; from 'qow'' (<a class=""SR"">H6958</a>); vomit:--vomit.","1) vomit, what is vomited up<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6958</a>",
6893,קָאַת,"qa'ath, <i>kaw-ath'</i>;  from 'qow'' (<a class=""SR"">H6958</a>); probably the pelican (from vomiting):--cormorant.","1) a ceremonially unclean bird<br><div class=""s15p"">1a) perhaps pelican or cormorant</div><div class=""s15p"">1b) perhaps an extinct bird, exact meaning unknown</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6958</a>",n-f
6894,קַב,"qab, <i>kab</i>;  from 'qabab' (<a class=""SR"">H6895</a>); a hollow, i.e. vessel used as a (dry) measure:--cab.","1) a dry measure - cab, kab<br><div class=""s15p"">1a) about 1.5 litres, 1/6 of a seah, or 1/18 of an ephah</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6895</a>",n-m
6895,קָבַב,"qabab, <i>kaw-bab'</i>;  a primitive root; to scoop out, i.e. (figuratively) to malign or execrate (i.e. stab with words):--X at all, curse.","1) to curse, utter a curse against<br><div class=""s15p"">1a) (Qal) to curse</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6896,קֵבָה,"qebah, <i>kay-baw'</i>;  from 'qabab' (<a class=""SR"">H6895</a>); the paunch (as a cavity) or first stomach of ruminants:--maw.","1) stomach, belly, maw<br><div class=""s15p"">1a) stomach (of sacrificial victim)</div><div class=""s15p"">1b) belly (of woman)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6895</a>",n-f
6897,קֹבָה,"qobah, <i>ko'-baw</i>;  from 'qabab' (<a class=""SR"">H6895</a>); the abdomen (as a cavity):--belly.","1) stomach, belly, maw<br><div class=""s15p"">1a) stomach (of sacrificial victim)</div><div class=""s15p"">1b) belly (of woman)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6895</a>",n-f
6898,קֻבָּה,"qubbah, <i>koob-baw'</i>;  from 'qabab' (<a class=""SR"">H6895</a>); a pavilion (as a domed cavity):--tent.","1) large vaulted tent, tent<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6895</a>",n-f
6899,קִבּוּץ,"qibbuwts, <i>kib-boots'</i>;  from 'qabats' (<a class=""SR"">H6908</a>); a throng:--company.","1) assemblage, assembly, gathering<br>2) (BDB) heap<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6908</a>",n-m
6900,קְבֻרָה,"qbuwrah, <i>keb-oo-raw'</i>;  or qburah {keb-oo-raw'}; feminine passive participle of 'qabar' (<a class=""SR"">H6912</a>); sepulture; (concretely) a sepulchre:--burial, burying place, grave, sepulchre.","1) grave, burial, burial site<br><div class=""s15p"">1a) grave</div><div class=""s15p"">1b) burial</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: passive participle of <a class='SR'>H6912</a>",
6901,קָבַל,"qabal, <i>kaw-bal'</i>;  a primitive root; to admit, i.e. take (literally or figuratively):--choose, (take) hold, receive, (under-)take.","1) to take, receive, be before<br><div class=""s15p"">1a) (Piel)</div><div class=""s30p"">1a1) to take, choose, receive</div><div class=""s30p"">1a2) to accept</div><div class=""s30p"">1a3) to accept, assume</div><div class=""s15p"">1b) (Hiphil)</div><div class=""s30p"">1b1) to show oppositeness</div><div class=""s30p"">1b2) to correspond, receive one to the other</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6902,קְבַל,"qbal, <i>keb-al'</i>;  (Aramaic) corresponding to 'qabal' (<a class=""SR"">H6901</a>); to acquire:--receive, take.",1) (Pael) to receive<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H6901</a>,v
6903,קֳבֵל,"qbel, <i>keb-ale'</i>;  (Aramaic) or qobel (Aramaic) {kob-ale'}; (corresponding to 'qabal' (<a class=""SR"">H6905</a>); (adverbially) in front of; usually (with other particles) on account of, so as, since, hence:--+ according to, + as, + because, before, + for this cause, + forasmuch as, + by this means, over against, by reason of, + that, + therefore, + though, + wherefore.","1) front (substantive)<br>2) in front of, before, because of, in view of, by reason of, because of this, therefore (preposition)<br>3) because that, inasmuch as, although, according as, before (conjunction)<br>4) accordingly, then (adverb)<br>Part of Speech: see above in Definition<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H6905</a>",
