id,vid,tekst,type
661,48004015,"<div>Nu Paulus ze heeft herinnerd aan hoe ze hem eerst ontvangen hadden, en de vreugde en geluk die ze hadden toen ze van hem het evangelie ontvingen, vraagt hij: <b>Waar is dan jullie geluk</b>? Ze ontvingen hem als Christus Jezus, is hij dan nu hun vijand geworden? Om het grote contrast in hun relatie tussen toen en nu te illustreren, herinnert Paulus ze eraan hoe ver ze voor hem hebben willen gaan: indien mogelijk hadden ze hun<b> ogen uitgetrokken en</b> hem <b>gegeven zouden hebben</b>.</div>",4
662,48004015,"<div><b>je ogen uitgetrokken en mij gegeven zouden hebben</b> – Mogelijk is af te leiden uit wat de Galaten voor Paulus over hadden, dat Paulus een kwaal aan zijn ogen gehad moet hebben. De grote letters waarmee hij eigenhandig deze brief afsloot kan daar eveneens op wijzen (<a class=""l"">6:11</a>), net als mogelijk het niet herkennen van de hogepriester in <a class=""l"">Hand 23:5</a>. Het is ook mogelijk dat hierop gewezen wordt als Paulus het heeft over de doorn in zijn vlees, zie de voetnoot bij <a class=""dl"" name=""VOETNOTEN_47012007"" contenteditable=""false"">2Kor 12:7</a>.</div>",3
663,48004016,"<div><b>Is het zo, dat ik jullie vijand ben geworden, door waar tegen jullie te zijn</b> –&nbsp;Na in de vorige verzen het enorme contrast te hebben aangewezen tussen hoe ze hem eerst ontvingen en hoe ze hem nu zien, als <b>vijand</b>, vraagt hij dit met enige ironie.&nbsp;Hij had hen de waarheid verkondigd, en nu wijken ze er van af (<a class=""l"">5:7</a>). Paulus is niet alleen aangesteld om het evangelie te verkondigen, ook om haar te verdedigen (<a class=""l"">Fil 1:7,16</a>), en dat deed hij tegen de binnengesmokkelde valse broeders (<a class=""l"">2:5</a>), tegen Petrus (<a class=""l"">2:14</a>), en heeft hij ook tegen de Galaten gedaan. Dit zorgde er blijkbaar voor dat ze vijandig werden tegen hem.</div>",4
664,48004017,"<div><b>zij ijveren</b> – Het Griekse woord voor <i>ijveren</i> of <i>streven</i>,&nbsp;<a class=""ghw"" name=""G_l_5486"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">zēloō</span><span class=""Greek"">ζηλοω</span></span></a>, kan ook nog wijzen op <i>jaloers zijn</i>. Het Grieks kent voor beide betekenissen maar een enkel woord. Beide betekenissen passen hier. Niet alleen zetten de judaïsten zich in voor de <a class=""mw"">gemeente</a> met verkeerde motieven, ze zijn ook jaloers op het apostelschap van Paulus en hoe <a class=""mw"">genade</a> centraal staat. Dat zouden zij graag voor zichzelf en voor de wet zien.</div>",1
665,48004017,"<div><b>Zij ijveren niet uitstekend om jullie</b> –&nbsp;De judaïsten die hier net als in <a class=""l"">1:7</a>, <a class=""l"">3:1</a> en <a class=""l"">6:12</a> niet bij name genoemd worden, ijveren voor de Galaten, niet met de juiste motieven. Ze hadden niet de opbouw van de <a class=""mw"">gemeente</a> voor ogen, maar hun eigen gewin. Hun doel was een wig drijven tussen hen en Paulus, tussen het en de <a class=""mw"">genade</a> (en daarmee Christus, zie <a class=""l"">5:4</a>), om vervolgens zelf in het middelpunt te gaan staan, en ervoor te zorgen dat de Galaten <b>om hen ijveren</b>.</div>",4
666,48004018,"<div><b>Uitstekend is het echter, dat jullie altijd in het uitstekende ijveren</b> – Paulus is snel om na zijn veroordeling van de ijver van de judaïsten in het vorige vers nu te benadrukken dat ijver op zichzelf niet slecht is. Hij wijst daarbij de Galaten op hun eerdere gedrag, hoe ze zo goed bezig waren (<a class=""l"">5:7</a>) toen hij aanwezig was bij hen, al lijken ze nu gehinderd door de ijver van de dwaalleraren. Daarom benadrukt hij het belang door te gaan in de richting die ze onder zijn aanwezigheid ingeslagen waren: <b>niet alleen als ik aanwezig ben bij jullie</b>&nbsp;(verg.&nbsp;<span><a class=""l"">Fil 2:12-15</a>).</span></div>",4
667,48004019,"<div><b>Mijn kleine kinderen, om wie ik weer weeën heb</b> – Paulus spreekt hier de Galaten aan als zijn kleine kinderen. Als degene die de <a class=""mw"">gemeente</a> daar heeft gesticht door het evangelie dat hij er verkondigde, en die voor hen zorgde om hen te doen opgroeien, voelt hij zich als hun <a class=""mw"">geestelijk</a> vader (verg. <a class=""l"">1Kor 4:14-15</a>). Zoals een vader dat om zijn kinderen heeft als hij ziet dat ze het verkeerde pad op gaan, zo heeft Paulus zorgen, hier zelfs omschreven als weeën.</div><div><br></div><div>Dat Paulus <i>weer</i> weeën heeft, wijst op het gevoel van de apostel dat hij weer van voor af aan moet beginnen bij de Galaten, om hen opnieuw het evangelie te vertellen en onder de <a class=""mw"">genade</a> te brengen. Christus, in Wie zij één zijn (<a class=""l"">3:28</a>), is uit het zicht verdwenen (verg. <a class=""l"">2Kor 11:4</a>), en moet opnieuw gestalte in hen krijgen.</div>",4
668,48004020,"<div><b>ik ben ontsteld</b> – Het Griekse woord hier,&nbsp;<a class=""ghw"" name=""G_l_623"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">aporeō</span><span class=""Greek"">απορεω</span></span></a>, duidt op een <i>in twijfel zijn</i>, <i>radeloos zijn</i>, <i>niet weten wat te doen</i>. Zo stonden de vrouwen versteld bij het graf van Jezus, waar Hij op dat moment niet meer lag (<a class=""l"">Luk 24:4</a>), en was Herodus om raad verlegen wat hij nu met Johannes aan moest (<a class=""l"">Mar 6:20</a>).</div>",0
669,48004020,"<div><b>Ik wilde echter nu aanwezig zijn bij jullie</b> – De wens van Paulus was aanwezig zijn bij hen, maar om onduidelijke reden kon dat nu niet. Hierdoor is hij ontsteld, in twijfel over wat hij nu kan doen, nu hij ziet dat de Galaten betoverd worden (<a class=""l"">3:1</a>) bij zijn afwezigheid. Als hij aanwezig zou zijn onder hen en zijn toon zou veranderen&nbsp;zou hij direct op de situatie gereageerd kunnen hebben, nu moet hij dat via een brief doen.</div>",3
670,48004021,"<div>Na de persoonlijke uitweiding in vers 12 tot 20 brengt Paulus nog een laatste bewijs vanuit de schrift dat de wet en het vlees tegenover de belofte staat, zoals dat vanaf <a class=""l"">3:1</a> al uitvoerig aan bod is geweest, en doet dat door een verhaal uit de wet zelf, over de twee zonen van Abraham.</div>",7
671,48004021,"<div><b>de wet</b> – In het gebruik van de term ""de wet"" in dit vers is duidelijk dat het niet alleen gaat over de regels die aan Israël gegeven werden, maar dat al de eerste vijf boeken van Mozes onder de wet vallen. Het verhaal wat Paulus uit ""de wet"" haalt staat namelijk in Genesis. Dit terwijl de eerste keer ""wet"" dan juist weer specifieker naar de regels in de eerste vijf boeken lijkt te verwijzen.</div>",0
672,48004021,"<div>Niet alleen de dwaalleraren kunnen hun zaak vanuit de wet aanvoeren, ook Paulus kan dat. Opnieuw begint hij een argument met het stellen van een vraag aan de Galaten (<a class=""l"">1:10</a>; <a class=""l"">3:1,19</a>), aan zij <b>die onder de wet willen zijn</b>&nbsp;(<a class=""l"">3:3</a>; <a class=""l"">4:9</a>). Hij vraagt hen: <b>horen jullie de wet niet?</b> Zien ze het bewijs niet dat de wet zelf levert dat de wet en het vlees tegenover de belofte staat?</div>",3
673,48004022,"<div><a class=""l"">5:1</a>;</div><div><b>dat Abraham twee zonen had</b> – niet slechts twee, zie Gen <a class=""l"">Gen 25:1</a>.</div><div><b>één van de dienstmaagd</b> – <a class=""l"">Gen 16:15</a></div><div><b>één van de vrije</b> – <a class=""l"">Gen 18:10</a>; <a class=""l"">25:1</a>;</div>",5
674,48004023,"<div>De vraag die hier centraal staat is: wie zijn de ware erfgenamen van Abraham? Zijn dat zij van de slavin, dat is, zij die onder de wet zijn of willen zijn, of zijn dat zij van de vrije, dat is, zij die uit <a class=""mw"">geloof</a> en uit de belofte zijn. De Judaïsten zeiden: ""wij zijn zonen van Abraham!"" Paulus ontkent dit niet direct, maar laat zien dat Abraham twee zonen had, en alleen die van de vrije wordt tot zijn nageslacht en erfgenaam gerekend (<a class=""l"">Rom 9:6-8</a>).</div><div><br></div><div>Abraham kreeg de belofte van een zoon, maar omdat het zo lang duurde en het naar menselijke maatstaven onmogelijk geworden was (<a class=""l"">Rom 4:19</a>), besloten ze op eigen kracht, uit hun eigen <b>vlees</b>, de belofte te vervullen, en kreeg hij een zoon bij Hagar, zijn slavin. Uiteindelijk kreeg hij ook bij Sarah een zoon, en dat was de zoon van de <b>belofte</b>&nbsp;(<a class=""l"">3:14,18,29</a>), uit <a class=""mw"">geloof</a> (<a class=""l"">Heb 11:11</a>).</div>",4
675,48004024,"<div><b>wat spreken in beelden is</b> – Paulus onthuld dat dit een spreken in beelden is. Er zit, zoals bij vrijwel alle verhalen uit het Oude Testament, een diepere betekenis achter. Hagar, de slavin, staat voor <b>de berg Sinaï</b>, en dus voor de wet die daar gegeven werd. Haar zoon, Isaak, werd geboren na het geven van de belofte, maar voor haar vervulling. Zo werd de wet gegeven nadat Abraham de belofte van <a class=""mw"">geloof</a> had gekregen (<a class=""l"">3:16-17</a>), maar voordat Christus, het beloofde zaad, en voor het <a class=""mw"">geloof</a> gekomen was (<a class=""l"">3:19,23</a>). Zoals Hagar een slaaf was, bracht ook de wet zij die onder haar waren tot <b>slavernij</b>&nbsp;(zie ook voetnoot bij <a class=""dl"" name=""VOETNOTEN_48004007"" contenteditable=""false"">Gal 4:7</a>).</div>",3
676,48004025,"<div><b>de berg Sinaï in Arabië</b> – Sommigen zien in deze opmerking van Paulus bewijs dat de berg Sinaï niet in de huidige Sinaï woestijn zou zijn maar aan de andere kant van de Golf van Akaba, in het huidige Saoudi-Arabië. Het woongebied van de Arabieren was in die tijd echter niet beperkt tot Saoudi-Arabië, maar omvatte ook de Sinaï woestijn, al vanaf de tijd van Ismaël (<a class=""l"">Gen 25:18</a>). Ook Josephus, die rond de verwoesting van Jeruzalem schreef, gaf aan dat de berg Sinaï in de Romeinse provincie Arabia Petraea ligt, wat de Sinaï woestijn, een strook van Saoudi-Arabië aan de andere kant van de golf van Akkaba en een strook van Jordanië dat aan Israël grenst omvatte. Ook die omschrijving geeft dus geen uitsluitsel.&nbsp;</div><div><br></div><div>Het voornaamste probleem is het ontbreken van duidelijk bewijs. De onder veel gelovigen bekende foto's van pilaren van Salomo die bij de kust van Akaba zouden staan en foto's van gevonden wagenwielen in die golf en meer van dergelijke aanwijzingen worden door de meeste wetenschappers met kennis van zaken verworpen, en door de slechte kwaliteit van de foto's en beschrijvingen onmogelijk terug te vinden en te controleren.</div>",2
677,48004025,"<div><b>die echter op één lijn staat met het huidige Jeruzalem</b> – Het huidige Jeruzalem verwacht het van het verbond van de Sinaï, van het vlees, en dus niet van de belofte. Na de pinksterdag waren er veel gelovige Joden in Jeruzalem, velen tienduizenden, maar zij bleken allemaal ijveraars voor de wet (<a class=""l"">Hand 21:20</a>). Mogelijk verwijst Paulus ook naar hen in <a class=""l"">Rom 10:1-4</a>, als hij schrijft hoe zijn broeders wel ijver van God hebben, maar zoeken hun eigen gerechtigheid tot stand te brengen. Vooral zij uit de kring van Jakobus stonden de wet voor, zo blijkt uit <a class=""l"">2:12</a>, wat geregeld leidde tot vijandigheid richting Paulus en zijn boodschap van <a class=""mw"">genade</a>. Die gelovigen uit Jeruzalem, die ijverden voor de wet, zullen ook tussen de menigte hebben gestaan die Paulus bijna vermoordden, vanwege de beschuldiging dat hij afval van Mozes zou leren (<a class=""l"">Hand 21:30-32</a>).</div>",4
678,48004026,"<div>Tegenover het huidige Jeruzalem uit het vorige vers staat nu niet het toekomstige (<a class=""l"">Openb 21:2</a>), maar <b>het Jeruzalem boven</b>&nbsp;(<a class=""l"">Heb 12:22</a>), want zij is nu reeds&nbsp;<b>de moeder van ons allen</b>. En dit Jeruzalem boven is vrij, in tegenstelling tot het huidige Jeruzalem, dat slaaft met haar kinderen. Waar het huidige Jeruzalem in één lijn staat met Hagar, &nbsp;de dienstmaagd, die een zoon naar het vlees kreeg, zo staat het Jeruzalem boven in één lijn met Sarah, de vrije, die een zoon naar de belofte kreeg. En aangezien wij leven uit <a class=""mw"">geloof</a>&nbsp;(<a class=""l"">3:26-29</a>), is zij onze moeder.</div>",4
679,48004027,"<div>Nu volgt een citaat uit de profeten, uit <a class=""l"">Jes 54:1</a>. Daar wordt de situatie voor de ballingschap van Israël, toen ze nog een man had, <a class=""mw"">Jahweh</a>, vergeleken met de situatie in de ballingschap, als ze een scheidbrief gekregen heeft (<a class=""l"">Deut 24:1-4</a>), eenzaam en kinderloos, onvruchtbaar is. Dan moet Jesaja tegen haar zeggen dat er hoop is, dat ze meer kinderen zal hebben dan ervoor (<b>de vrouw die de man heeft</b>). Zo handelt God met Zijn volk zoals met Sarah. Zoals zij, terwijl ze verstorven was, de zoon van de belofte kreeg, zo kreeg Israël in de uitzichtloosheid van de ballingschap, eenzaam en zonder zicht op de belofte, nieuw leven, zonen van de belofte, uit <a class=""mw"">geloof</a>.</div>",4
680,48004028,"<div><a class=""l"">3:26</a>; <a class=""l"">4:23</a>;</div>",5
681,48004029,"<div>Paulus trekt de vergelijking verder. Zoals de zoon van de belofte last had van de zoon naar het vlees (<a class=""l"">Gen 21:9</a>), hier zelfs zwaar omschreven als ""<b>vervolgde</b>"", <b>zo is het ook nu</b>. Ook in de tijd van Paulus vervolgden zij die onder de wet wilden zijn degenen die uit <a class=""mw"">geloof</a> leefden. Dit ondervond Paulus meerdere malen, en hij sprak in <a class=""l"">Gal 2:4</a> over binnengesmokkelde valse broeders die de vrijheid wilden verspieden en hen weer onder slavernij, onder de wet, wilden brengen.</div>",4
682,48004030,"<div>Met een laatste punt dat Paulus uit de vergelijking haalt, laat hij zien hoe we zouden reageren als we door hen die onder de wet zijn vervolgd worden: ""<b>werp deze dienstmaagd en haar zoon uit</b>"" (<a class=""l"">Gen 21:10</a>). Paulus is ook scherp in deze brief tegen de dwaalleraren en hun bedreigingen (<a class=""l"">1:7-9</a>; <a class=""l"">2:11-14</a>), want het tast de kern van het evangelie aan. Paulus spreekt zelfs van een andersoortig evangelie, dat geen evangelie is (<a class=""l"">1:6-7</a>), en van een andere Jezus (<a class=""l"">2Kor 11:4</a>). De waarheid van het evangelie stond op het spel (<a class=""l"">2:5</a>).</div><div><br></div><div>Zoals eerder duidelijk gesteld was dat uit de wet geen gerechtigheid kon komen, geen zegen (<a class=""l"">2:16</a>; <a class=""l"">3:10,11,18</a>), zo kon <span>in geen geval&nbsp;</span>in de geschiedenis&nbsp;<b>de zoon van de dienstmaagd het lotdeel bezitten met de zoon van de vrije</b>.</div>",4
684,48004031,"<div>Wij zijn door het <a class=""mw"">geloof</a> zonen van God geworden (<a class=""l"">3:26</a>), en hebben de <a class=""mw"">geest</a> van het zoonschap ontvangen, niet die van slavernij (<a class=""l"">4:6</a>; <a class=""l"">Rom 8:15</a>), en daarom <b>zijn wij geen kinderen van de dienstmaagd</b>, die kinderen in slavernij voortbrengt, <b>maar van de vrije</b>. Wij zijn kinderen van de belofte (vers 28). Zo laat de wet zelf al zien dat het tegenover de belofte staat.</div>",4
683,48004031,"<div><b>Daarom</b> – Dit is geen conclusie van alleen het vorige vers, maar van het voorbeeld dat Paulus vanaf vers 21 gaf.</div>",0
685,48005001,"<div>In dit gedeelte, vers 1 tot 12, vat Paulus zijn inhoudelijke argumentatie uit de hoofdstukken 3 en 4 samen in een scherpe conclusie. Nadat hij in die hoofdstukken de wet en het vlees tegenover het <a class=""mw"">geloof</a> en Christus heeft gezet, stelt hij de Galaten hier de uiteindelijke keuze voor ogen: wat zal het zijn, <i>Christus of besnijdenis, de wet</i>? Ook al menen ze daar goed aan te doen en een stap vooruit te zetten, als ze voor de wet kiezen, dan baat Christus ze niet en vallen ze uit de <a class=""mw"">genade</a>.</div>",7
686,48005001,"<div>Hoewel alleen de Joden tot de komst van Christus onder de wet stonden (<a class=""l"">2:12,14</a>), spreekt Paulus hier de Galaten als geheel aan, alsof allen bevrijd zijn door Christus:</div><blockquote><b>Voor de vrijheid heeft Christus ons vrijgemaakt!</b></blockquote><div>Hij heeft zij die onder de wet waren uitgekocht uit de vloek van de wet (<a class=""l"">3:13</a>; <a class=""l"">4:4,5</a>; <a class=""l"">Rom 7:6</a>; <a class=""l"">8:2</a>) en tot zoon gemaakt. Wij, de gelovigen uit de natiën, waren niet onder de wet, maar hadden evenmin zicht op redding, en leefden zonder verwachting en zonder God in de wereld (<a class=""l"">Efe 2:11,12</a>). Ook wij slaafden, maar dan onder vreemde goden en de grondregels van de wereld (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_48004008"" contenteditable=""false"">Gal 4:8</a>). Zoals echter beloofd werd aan Abraham (<a class=""l"">3:8-9</a>), konden ook wij uit de natiën lotdeelbezitters worden, door het <a class=""mw"">geloof</a>, allereerst het <a class=""mw"">geloof</a> van Christus (<a class=""l"">2:26</a>; <a class=""l"">3:22</a>), daarna ons <a class=""mw"">geloof</a> in Christus (<a class=""l"">3:26</a>).</div><div><br></div><div>De wet echter, die niet op basis van <a class=""mw"">geloof</a> werkt, maar het zelf doen (<a class=""l"">3:12</a>), staat er lijnrecht tegenover, en kan geen leven en zegen geven, slechts dood (<a class=""l"">2:19</a>; <a class=""l"">2Kor 3:6-7</a>; <a class=""l"">Rom 7:5,9-11</a>; <a class=""l"">8:2</a>) en slavernij (<a class=""l"">4:1,3,7,24-25</a>). Als de wet dat wel zou kunnen, zou Christus om niet gestorven zijn (<a class=""l"">2:21</a>), en de beloften niet in vervulling kunnen gaan (<a class=""l"">3:18</a>). Daarom roept Paulus op de <a class=""mw"">genade</a> van God niet af te wijzen (vers 4; <a class=""l"">2:21</a>), maar daar in te volharden:</div><blockquote><b>Staat dan vast, en laat jullie niet weer in het juk van slavernij vastzetten</b></blockquote>",4
